cycle,name,current-object,current-action,time-left,sleep,hunger,social,hygene,culinary,outdoor,sport,knowlegable
322,Luna Cromwell,bed,sleep,7,-5,0,-100,90,-60,-100,0,0
323,Luna Cromwell,bathroom,wash-hands,1,-10,0,-100,100,-65,-100,0,0
324,Luna Cromwell,bathroom,wash-hands,0,-15,0,-100,100,-70,-100,0,0
325,Luna Cromwell,bathroom,wash-hands,-1,-20,0,-100,100,-75,-100,0,0
326,Luna Cromwell,bathroom,wash-hands,-2,-25,0,-100,100,-80,-100,0,0
327,Luna Cromwell,bathroom,wash-hands,-3,-30,0,-100,100,-85,-100,0,0
328,Luna Cromwell,restaurant,eat,3,-35,0,-90,95,-40,-100,0,0
329,Luna Cromwell,bathroom,wash-hands,1,-40,0,-95,100,-45,-100,0,0
330,Luna Cromwell,bathroom,wash-hands,0,-45,0,-100,100,-50,-100,0,0
331,Luna Cromwell,bathroom,wash-hands,-1,-50,0,-100,100,-55,-100,0,0
332,Luna Cromwell,bathroom,wash-hands,-2,-55,0,-100,100,-60,-100,0,0
333,Luna Cromwell,bathroom,wash-hands,-3,-60,0,-100,100,-65,-100,0,0
334,Luna Cromwell,bathroom,wash-hands,-4,-65,0,-100,100,-70,-100,0,0
335,Luna Cromwell,bed,sleep,8,-30,0,-100,95,-75,-100,0,0
336,Luna Cromwell,bathroom,wash-hands,1,-35,0,-100,100,-80,-100,0,0
337,Luna Cromwell,bathroom,wash-hands,0,-40,0,-100,100,-85,-100,0,0
338,Luna Cromwell,bathroom,wash-hands,-1,-45,0,-100,100,-90,-100,0,0
339,Luna Cromwell,restaurant,eat,3,-50,0,-90,95,-45,-100,0,0
340,Luna Cromwell,bathroom,wash-hands,1,-55,0,-95,100,-50,-100,0,0
341,Luna Cromwell,bathroom,wash-hands,0,-60,0,-100,100,-55,-100,0,0
342,Luna Cromwell,bathroom,wash-hands,-1,-65,0,-100,100,-60,-100,0,0
343,Luna Cromwell,bathroom,wash-hands,-2,-70,0,-100,100,-65,-100,0,0
344,Luna Cromwell,bed,sleep,8,-35,0,-100,95,-70,-100,0,0
345,Luna Cromwell,bed,sleep,7,0,0,-100,90,-75,-100,0,0
346,Luna Cromwell,bathroom,wash-hands,1,-5,0,-100,100,-80,-100,0,0
347,Luna Cromwell,bathroom,wash-hands,0,-10,0,-100,100,-85,-100,0,0
348,Luna Cromwell,bathroom,wash-hands,-1,-15,0,-100,100,-90,-100,0,0
349,Luna Cromwell,restaurant,eat,3,-20,0,-90,95,-45,-100,0,0
350,Luna Cromwell,bathroom,wash-hands,1,-25,0,-95,100,-50,-100,0,0
351,Luna Cromwell,bathroom,wash-hands,0,-30,0,-100,100,-55,-100,0,0
352,Luna Cromwell,bathroom,wash-hands,-1,-35,0,-100,100,-60,-100,0,0
353,Luna Cromwell,bathroom,wash-hands,-2,-40,0,-100,100,-65,-100,0,0
354,Luna Cromwell,bathroom,wash-hands,-3,-45,0,-100,100,-70,-100,0,0
355,Luna Cromwell,bathroom,wash-hands,-4,-50,0,-100,100,-75,-100,0,0
356,Luna Cromwell,restaurant,eat,3,-55,0,-90,95,-30,-100,0,0
357,Luna Cromwell,bathroom,wash-hands,1,-60,0,-95,100,-35,-100,0,0
358,Luna Cromwell,bathroom,wash-hands,0,-65,0,-100,100,-40,-100,0,0
359,Luna Cromwell,bathroom,wash-hands,-1,-70,0,-100,100,-45,-100,0,0
360,Luna Cromwell,bathroom,wash-hands,-2,-75,0,-100,100,-50,-100,0,0
361,Luna Cromwell,bed,sleep,8,-40,0,-100,95,-55,-100,0,0
362,Luna Cromwell,bed,sleep,7,-5,0,-100,90,-60,-100,0,0
363,Luna Cromwell,bathroom,wash-hands,1,-10,0,-100,100,-65,-100,0,0
364,Luna Cromwell,bathroom,wash-hands,0,-15,0,-100,100,-70,-100,0,0
365,Luna Cromwell,bathroom,wash-hands,-1,-20,0,-100,100,-75,-100,0,0
366,Luna Cromwell,bathroom,wash-hands,-2,-25,0,-100,100,-80,-100,0,0
367,Luna Cromwell,bathroom,wash-hands,-3,-30,0,-100,100,-85,-100,0,0
368,Luna Cromwell,restaurant,eat,3,-35,0,-90,95,-40,-100,0,0
369,Luna Cromwell,bathroom,wash-hands,1,-40,0,-95,100,-45,-100,0,0
370,Luna Cromwell,bathroom,wash-hands,0,-45,0,-100,100,-50,-100,0,0
371,Luna Cromwell,bathroom,wash-hands,-1,-50,0,-100,100,-55,-100,0,0
372,Luna Cromwell,bathroom,wash-hands,-2,-55,0,-100,100,-60,-100,0,0
373,Luna Cromwell,bathroom,wash-hands,-3,-60,0,-100,100,-65,-100,0,0
374,Luna Cromwell,bathroom,wash-hands,-4,-65,0,-100,100,-70,-100,0,0
375,Luna Cromwell,bed,sleep,8,-30,0,-100,95,-75,-100,0,0
376,Luna Cromwell,bathroom,wash-hands,1,-35,0,-100,100,-80,-100,0,0
377,Luna Cromwell,bathroom,wash-hands,0,-40,0,-100,100,-85,-100,0,0
378,Luna Cromwell,bathroom,wash-hands,-1,-45,0,-100,100,-90,-100,0,0
379,Luna Cromwell,restaurant,eat,3,-50,0,-90,95,-45,-100,0,0
380,Luna Cromwell,bathroom,wash-hands,1,-55,0,-95,100,-50,-100,0,0
381,Luna Cromwell,bathroom,wash-hands,0,-60,0,-100,100,-55,-100,0,0
382,Luna Cromwell,bathroom,wash-hands,-1,-65,0,-100,100,-60,-100,0,0
383,Luna Cromwell,bathroom,wash-hands,-2,-70,0,-100,100,-65,-100,0,0
384,Luna Cromwell,bed,sleep,8,-35,0,-100,95,-70,-100,0,0
385,Luna Cromwell,bed,sleep,7,0,0,-100,90,-75,-100,0,0
386,Luna Cromwell,bathroom,wash-hands,1,-5,0,-100,100,-80,-100,0,0
387,Luna Cromwell,bathroom,wash-hands,0,-10,0,-100,100,-85,-100,0,0
388,Luna Cromwell,bathroom,wash-hands,-1,-15,0,-100,100,-90,-100,0,0
389,Luna Cromwell,restaurant,eat,3,-20,0,-90,95,-45,-100,0,0
390,Luna Cromwell,bathroom,wash-hands,1,-25,0,-95,100,-50,-100,0,0
391,Luna Cromwell,bathroom,wash-hands,0,-30,0,-100,100,-55,-100,0,0
392,Luna Cromwell,bathroom,wash-hands,-1,-35,0,-100,100,-60,-100,0,0
393,Luna Cromwell,bathroom,wash-hands,-2,-40,0,-100,100,-65,-100,0,0
394,Luna Cromwell,bathroom,wash-hands,-3,-45,0,-100,100,-70,-100,0,0
395,Luna Cromwell,bathroom,wash-hands,-4,-50,0,-100,100,-75,-100,0,0
396,Luna Cromwell,restaurant,eat,3,-55,0,-90,95,-30,-100,0,0
397,Luna Cromwell,bathroom,wash-hands,1,-60,0,-95,100,-35,-100,0,0
398,Luna Cromwell,bathroom,wash-hands,0,-65,0,-100,100,-40,-100,0,0
399,Luna Cromwell,bathroom,wash-hands,-1,-70,0,-100,100,-45,-100,0,0
400,Luna Cromwell,bathroom,wash-hands,-2,-75,0,-100,100,-50,-100,0,0
401,Luna Cromwell,bed,sleep,8,-40,0,-100,95,-55,-100,0,0
402,Luna Cromwell,bed,sleep,7,-5,0,-100,90,-60,-100,0,0
403,Luna Cromwell,bathroom,wash-hands,1,-10,0,-100,100,-65,-100,0,0
404,Luna Cromwell,bathroom,wash-hands,0,-15,0,-100,100,-70,-100,0,0
405,Luna Cromwell,bathroom,wash-hands,-1,-20,0,-100,100,-75,-100,0,0
406,Luna Cromwell,bathroom,wash-hands,-2,-25,0,-100,100,-80,-100,0,0
407,Luna Cromwell,bathroom,wash-hands,-3,-30,0,-100,100,-85,-100,0,0
408,Luna Cromwell,restaurant,eat,3,-35,0,-90,95,-40,-100,0,0
409,Luna Cromwell,bathroom,wash-hands,1,-40,0,-95,100,-45,-100,0,0
410,Luna Cromwell,bathroom,wash-hands,0,-45,0,-100,100,-50,-100,0,0
411,Luna Cromwell,bathroom,wash-hands,-1,-50,0,-100,100,-55,-100,0,0
412,Luna Cromwell,bathroom,wash-hands,-2,-55,0,-100,100,-60,-100,0,0
413,Luna Cromwell,bathroom,wash-hands,-3,-60,0,-100,100,-65,-100,0,0
414,Luna Cromwell,bathroom,wash-hands,-4,-65,0,-100,100,-70,-100,0,0
415,Luna Cromwell,bed,sleep,8,-30,0,-100,95,-75,-100,0,0
416,Luna Cromwell,bathroom,wash-hands,1,-35,0,-100,100,-80,-100,0,0
417,Luna Cromwell,bathroom,wash-hands,0,-40,0,-100,100,-85,-100,0,0
418,Luna Cromwell,bathroom,wash-hands,-1,-45,0,-100,100,-90,-100,0,0
419,Luna Cromwell,restaurant,eat,3,-50,0,-90,95,-45,-100,0,0
420,Luna Cromwell,bathroom,wash-hands,1,-55,0,-95,100,-50,-100,0,0
421,Luna Cromwell,bathroom,wash-hands,0,-60,0,-100,100,-55,-100,0,0
422,Luna Cromwell,bathroom,wash-hands,-1,-65,0,-100,100,-60,-100,0,0
423,Luna Cromwell,bathroom,wash-hands,-2,-70,0,-100,100,-65,-100,0,0
424,Luna Cromwell,bed,sleep,8,-35,0,-100,95,-70,-100,0,0
425,Luna Cromwell,bed,sleep,7,0,0,-100,90,-75,-100,0,0
426,Luna Cromwell,bathroom,wash-hands,1,-5,0,-100,100,-80,-100,0,0
427,Luna Cromwell,bathroom,wash-hands,0,-10,0,-100,100,-85,-100,0,0
428,Luna Cromwell,bathroom,wash-hands,-1,-15,0,-100,100,-90,-100,0,0
429,Luna Cromwell,restaurant,eat,3,-20,0,-90,95,-45,-100,0,0
430,Luna Cromwell,bathroom,wash-hands,1,-25,0,-95,100,-50,-100,0,0
431,Luna Cromwell,bathroom,wash-hands,0,-30,0,-100,100,-55,-100,0,0
432,Luna Cromwell,bathroom,wash-hands,-1,-35,0,-100,100,-60,-100,0,0
433,Luna Cromwell,bathroom,wash-hands,-2,-40,0,-100,100,-65,-100,0,0
434,Luna Cromwell,bathroom,wash-hands,-3,-45,0,-100,100,-70,-100,0,0
435,Luna Cromwell,bathroom,wash-hands,-4,-50,0,-100,100,-75,-100,0,0
436,Luna Cromwell,restaurant,eat,3,-55,0,-90,95,-30,-100,0,0
437,Luna Cromwell,bathroom,wash-hands,1,-60,0,-95,100,-35,-100,0,0
438,Luna Cromwell,bathroom,wash-hands,0,-65,0,-100,100,-40,-100,0,0
439,Luna Cromwell,bathroom,wash-hands,-1,-70,0,-100,100,-45,-100,0,0
440,Luna Cromwell,bathroom,wash-hands,-2,-75,0,-100,100,-50,-100,0,0
441,Luna Cromwell,bed,sleep,8,-40,0,-100,95,-55,-100,0,0
442,Luna Cromwell,bed,sleep,7,-5,0,-100,90,-60,-100,0,0
443,Luna Cromwell,bathroom,wash-hands,1,-10,0,-100,100,-65,-100,0,0
444,Luna Cromwell,bathroom,wash-hands,0,-15,0,-100,100,-70,-100,0,0
445,Luna Cromwell,bathroom,wash-hands,-1,-20,0,-100,100,-75,-100,0,0
446,Luna Cromwell,bathroom,wash-hands,-2,-25,0,-100,100,-80,-100,0,0
447,Luna Cromwell,bathroom,wash-hands,-3,-30,0,-100,100,-85,-100,0,0
448,Luna Cromwell,restaurant,eat,3,-35,0,-90,95,-40,-100,0,0
449,Luna Cromwell,bathroom,wash-hands,1,-40,0,-95,100,-45,-100,0,0
450,Luna Cromwell,bathroom,wash-hands,0,-45,0,-100,100,-50,-100,0,0
451,Luna Cromwell,bathroom,wash-hands,-1,-50,0,-100,100,-55,-100,0,0
452,Luna Cromwell,bathroom,wash-hands,-2,-55,0,-100,100,-60,-100,0,0
453,Luna Cromwell,bathroom,wash-hands,-3,-60,0,-100,100,-65,-100,0,0
454,Luna Cromwell,bathroom,wash-hands,-4,-65,0,-100,100,-70,-100,0,0
455,Luna Cromwell,bed,sleep,8,-30,0,-100,95,-75,-100,0,0
456,Luna Cromwell,bathroom,wash-hands,1,-35,0,-100,100,-80,-100,0,0
457,Luna Cromwell,bathroom,wash-hands,0,-40,0,-100,100,-85,-100,0,0
458,Luna Cromwell,bathroom,wash-hands,-1,-45,0,-100,100,-90,-100,0,0
459,Luna Cromwell,restaurant,eat,3,-50,0,-90,95,-45,-100,0,0
460,Luna Cromwell,bathroom,wash-hands,1,-55,0,-95,100,-50,-100,0,0
461,Luna Cromwell,bathroom,wash-hands,0,-60,0,-100,100,-55,-100,0,0
462,Luna Cromwell,bathroom,wash-hands,-1,-65,0,-100,100,-60,-100,0,0
463,Luna Cromwell,bathroom,wash-hands,-2,-70,0,-100,100,-65,-100,0,0
464,Luna Cromwell,bed,sleep,8,-35,0,-100,95,-70,-100,0,0
465,Luna Cromwell,bed,sleep,7,0,0,-100,90,-75,-100,0,0
466,Luna Cromwell,bathroom,wash-hands,1,-5,0,-100,100,-80,-100,0,0
467,Luna Cromwell,bathroom,wash-hands,0,-10,0,-100,100,-85,-100,0,0
468,Luna Cromwell,bathroom,wash-hands,-1,-15,0,-100,100,-90,-100,0,0
469,Luna Cromwell,restaurant,eat,3,-20,0,-90,95,-45,-100,0,0
470,Luna Cromwell,bathroom,wash-hands,1,-25,0,-95,100,-50,-100,0,0
471,Luna Cromwell,bathroom,wash-hands,0,-30,0,-100,100,-55,-100,0,0
472,Luna Cromwell,bathroom,wash-hands,-1,-35,0,-100,100,-60,-100,0,0
473,Luna Cromwell,bathroom,wash-hands,-2,-40,0,-100,100,-65,-100,0,0
474,Luna Cromwell,bathroom,wash-hands,-3,-45,0,-100,100,-70,-100,0,0
475,Luna Cromwell,bathroom,wash-hands,-4,-50,0,-100,100,-75,-100,0,0
476,Luna Cromwell,restaurant,eat,3,-55,0,-90,95,-30,-100,0,0
477,Luna Cromwell,bathroom,wash-hands,1,-60,0,-95,100,-35,-100,0,0
478,Luna Cromwell,bathroom,wash-hands,0,-65,0,-100,100,-40,-100,0,0
479,Luna Cromwell,bathroom,wash-hands,-1,-70,0,-100,100,-45,-100,0,0
480,Luna Cromwell,bathroom,wash-hands,-2,-75,0,-100,100,-50,-100,0,0
481,Luna Cromwell,bed,sleep,8,-40,0,-100,95,-55,-100,0,0
482,Luna Cromwell,bed,sleep,7,-5,0,-100,90,-60,-100,0,0
483,Luna Cromwell,bathroom,wash-hands,1,-10,0,-100,100,-65,-100,0,0
484,Luna Cromwell,bathroom,wash-hands,0,-15,0,-100,100,-70,-100,0,0
485,Luna Cromwell,bathroom,wash-hands,-1,-20,0,-100,100,-75,-100,0,0
486,Luna Cromwell,bathroom,wash-hands,-2,-25,0,-100,100,-80,-100,0,0
487,Luna Cromwell,bathroom,wash-hands,-3,-30,0,-100,100,-85,-100,0,0
488,Luna Cromwell,restaurant,eat,3,-35,0,-90,95,-40,-100,0,0
489,Luna Cromwell,bathroom,wash-hands,1,-40,0,-95,100,-45,-100,0,0
490,Luna Cromwell,bathroom,wash-hands,0,-45,0,-100,100,-50,-100,0,0
491,Luna Cromwell,bathroom,wash-hands,-1,-50,0,-100,100,-55,-100,0,0
492,Luna Cromwell,bathroom,wash-hands,-2,-55,0,-100,100,-60,-100,0,0
493,Luna Cromwell,bathroom,wash-hands,-3,-60,0,-100,100,-65,-100,0,0
494,Luna Cromwell,bathroom,wash-hands,-4,-65,0,-100,100,-70,-100,0,0
495,Luna Cromwell,bed,sleep,8,-30,0,-100,95,-75,-100,0,0
496,Luna Cromwell,bathroom,wash-hands,1,-35,0,-100,100,-80,-100,0,0
497,Luna Cromwell,bathroom,wash-hands,0,-40,0,-100,100,-85,-100,0,0
498,Luna Cromwell,bathroom,wash-hands,-1,-45,0,-100,100,-90,-100,0,0
499,Luna Cromwell,restaurant,eat,3,-50,0,-90,95,-45,-100,0,0
500,Luna Cromwell,bathroom,wash-hands,1,-55,0,-95,100,-50,-100,0,0
501,Luna Cromwell,bathroom,wash-hands,0,-60,0,-100,100,-55,-100,0,0
502,Luna Cromwell,bathroom,wash-hands,-1,-65,0,-100,100,-60,-100,0,0
503,Luna Cromwell,bathroom,wash-hands,-2,-70,0,-100,100,-65,-100,0,0
504,Luna Cromwell,bed,sleep,8,-35,0,-100,95,-70,-100,0,0
505,Luna Cromwell,bed,sleep,7,0,0,-100,90,-75,-100,0,0
506,Luna Cromwell,bathroom,wash-hands,1,-5,0,-100,100,-80,-100,0,0
507,Luna Cromwell,bathroom,wash-hands,0,-10,0,-100,100,-85,-100,0,0
508,Luna Cromwell,bathroom,wash-hands,-1,-15,0,-100,100,-90,-100,0,0
509,Luna Cromwell,restaurant,eat,3,-20,0,-90,95,-45,-100,0,0
510,Luna Cromwell,bathroom,wash-hands,1,-25,0,-95,100,-50,-100,0,0
511,Luna Cromwell,bathroom,wash-hands,0,-30,0,-100,100,-55,-100,0,0
512,Luna Cromwell,bathroom,wash-hands,-1,-35,0,-100,100,-60,-100,0,0
513,Luna Cromwell,bathroom,wash-hands,-2,-40,0,-100,100,-65,-100,0,0
514,Luna Cromwell,bathroom,wash-hands,-3,-45,0,-100,100,-70,-100,0,0
515,Luna Cromwell,bathroom,wash-hands,-4,-50,0,-100,100,-75,-100,0,0
516,Luna Cromwell,restaurant,eat,3,-55,0,-90,95,-30,-100,0,0
517,Luna Cromwell,bathroom,wash-hands,1,-60,0,-95,100,-35,-100,0,0
518,Luna Cromwell,bathroom,wash-hands,0,-65,0,-100,100,-40,-100,0,0
519,Luna Cromwell,bathroom,wash-hands,-1,-70,0,-100,100,-45,-100,0,0
520,Luna Cromwell,bathroom,wash-hands,-2,-75,0,-100,100,-50,-100,0,0
521,Luna Cromwell,bed,sleep,8,-40,0,-100,95,-55,-100,0,0
522,Luna Cromwell,bed,sleep,7,-5,0,-100,90,-60,-100,0,0
523,Luna Cromwell,bathroom,wash-hands,1,-10,0,-100,100,-65,-100,0,0
524,Luna Cromwell,bathroom,wash-hands,0,-15,0,-100,100,-70,-100,0,0
525,Luna Cromwell,bathroom,wash-hands,-1,-20,0,-100,100,-75,-100,0,0
526,Luna Cromwell,bathroom,wash-hands,-2,-25,0,-100,100,-80,-100,0,0
527,Luna Cromwell,bathroom,wash-hands,-3,-30,0,-100,100,-85,-100,0,0
528,Luna Cromwell,restaurant,eat,3,-35,0,-90,95,-40,-100,0,0
529,Luna Cromwell,bathroom,wash-hands,1,-40,0,-95,100,-45,-100,0,0
530,Luna Cromwell,bathroom,wash-hands,0,-45,0,-100,100,-50,-100,0,0
531,Luna Cromwell,bathroom,wash-hands,-1,-50,0,-100,100,-55,-100,0,0
532,Luna Cromwell,bathroom,wash-hands,-2,-55,0,-100,100,-60,-100,0,0
533,Luna Cromwell,bathroom,wash-hands,-3,-60,0,-100,100,-65,-100,0,0
534,Luna Cromwell,bathroom,wash-hands,-4,-65,0,-100,100,-70,-100,0,0
535,Luna Cromwell,bed,sleep,8,-30,0,-100,95,-75,-100,0,0
536,Luna Cromwell,bathroom,wash-hands,1,-35,0,-100,100,-80,-100,0,0
537,Luna Cromwell,bathroom,wash-hands,0,-40,0,-100,100,-85,-100,0,0
538,Luna Cromwell,bathroom,wash-hands,-1,-45,0,-100,100,-90,-100,0,0
539,Luna Cromwell,restaurant,eat,3,-50,0,-90,95,-45,-100,0,0
540,Luna Cromwell,bathroom,wash-hands,1,-55,0,-95,100,-50,-100,0,0
541,Luna Cromwell,bathroom,wash-hands,0,-60,0,-100,100,-55,-100,0,0
542,Luna Cromwell,bathroom,wash-hands,-1,-65,0,-100,100,-60,-100,0,0
543,Luna Cromwell,bathroom,wash-hands,-2,-70,0,-100,100,-65,-100,0,0
544,Luna Cromwell,bed,sleep,8,-35,0,-100,95,-70,-100,0,0
545,Luna Cromwell,bed,sleep,7,0,0,-100,90,-75,-100,0,0
546,Luna Cromwell,bathroom,wash-hands,1,-5,0,-100,100,-80,-100,0,0
547,Luna Cromwell,bathroom,wash-hands,0,-10,0,-100,100,-85,-100,0,0
548,Luna Cromwell,bathroom,wash-hands,-1,-15,0,-100,100,-90,-100,0,0
549,Luna Cromwell,restaurant,eat,3,-20,0,-90,95,-45,-100,0,0
550,Luna Cromwell,bathroom,wash-hands,1,-25,0,-95,100,-50,-100,0,0
551,Luna Cromwell,bathroom,wash-hands,0,-30,0,-100,100,-55,-100,0,0
552,Luna Cromwell,bathroom,wash-hands,-1,-35,0,-100,100,-60,-100,0,0
553,Luna Cromwell,bathroom,wash-hands,-2,-40,0,-100,100,-65,-100,0,0
554,Luna Cromwell,bathroom,wash-hands,-3,-45,0,-100,100,-70,-100,0,0
555,Luna Cromwell,bathroom,wash-hands,-4,-50,0,-100,100,-75,-100,0,0
556,Luna Cromwell,restaurant,eat,3,-55,0,-90,95,-30,-100,0,0
557,Luna Cromwell,bathroom,wash-hands,1,-60,0,-95,100,-35,-100,0,0
558,Luna Cromwell,bathroom,wash-hands,0,-65,0,-100,100,-40,-100,0,0
559,Luna Cromwell,bathroom,wash-hands,-1,-70,0,-100,100,-45,-100,0,0
560,Luna Cromwell,bathroom,wash-hands,-2,-75,0,-100,100,-50,-100,0,0
561,Luna Cromwell,bed,sleep,8,-40,0,-100,95,-55,-100,0,0
562,Luna Cromwell,bed,sleep,7,-5,0,-100,90,-60,-100,0,0
563,Luna Cromwell,bathroom,wash-hands,1,-10,0,-100,100,-65,-100,0,0
564,Luna Cromwell,bathroom,wash-hands,0,-15,0,-100,100,-70,-100,0,0
565,Luna Cromwell,bathroom,wash-hands,-1,-20,0,-100,100,-75,-100,0,0
566,Luna Cromwell,bathroom,wash-hands,-2,-25,0,-100,100,-80,-100,0,0
567,Luna Cromwell,bathroom,wash-hands,-3,-30,0,-100,100,-85,-100,0,0
568,Luna Cromwell,restaurant,eat,3,-35,0,-90,95,-40,-100,0,0
569,Luna Cromwell,bathroom,wash-hands,1,-40,0,-95,100,-45,-100,0,0
570,Luna Cromwell,bathroom,wash-hands,0,-45,0,-100,100,-50,-100,0,0
571,Luna Cromwell,bathroom,wash-hands,-1,-50,0,-100,100,-55,-100,0,0
572,Luna Cromwell,bathroom,wash-hands,-2,-55,0,-100,100,-60,-100,0,0
573,Luna Cromwell,bathroom,wash-hands,-3,-60,0,-100,100,-65,-100,0,0
574,Luna Cromwell,bathroom,wash-hands,-4,-65,0,-100,100,-70,-100,0,0
575,Luna Cromwell,bed,sleep,8,-30,0,-100,95,-75,-100,0,0
576,Luna Cromwell,bathroom,wash-hands,1,-35,0,-100,100,-80,-100,0,0
577,Luna Cromwell,bathroom,wash-hands,0,-40,0,-100,100,-85,-100,0,0
578,Luna Cromwell,bathroom,wash-hands,-1,-45,0,-100,100,-90,-100,0,0
579,Luna Cromwell,restaurant,eat,3,-50,0,-90,95,-45,-100,0,0
580,Luna Cromwell,bathroom,wash-hands,1,-55,0,-95,100,-50,-100,0,0
581,Luna Cromwell,bathroom,wash-hands,0,-60,0,-100,100,-55,-100,0,0
582,Luna Cromwell,bathroom,wash-hands,-1,-65,0,-100,100,-60,-100,0,0
583,Luna Cromwell,bathroom,wash-hands,-2,-70,0,-100,100,-65,-100,0,0
584,Luna Cromwell,bed,sleep,8,-35,0,-100,95,-70,-100,0,0
585,Luna Cromwell,bed,sleep,7,0,0,-100,90,-75,-100,0,0
586,Luna Cromwell,bathroom,wash-hands,1,-5,0,-100,100,-80,-100,0,0
587,Luna Cromwell,bathroom,wash-hands,0,-10,0,-100,100,-85,-100,0,0
588,Luna Cromwell,bathroom,wash-hands,-1,-15,0,-100,100,-90,-100,0,0
589,Luna Cromwell,restaurant,eat,3,-20,0,-90,95,-45,-100,0,0
590,Luna Cromwell,bathroom,wash-hands,1,-25,0,-95,100,-50,-100,0,0
591,Luna Cromwell,bathroom,wash-hands,0,-30,0,-100,100,-55,-100,0,0
592,Luna Cromwell,bathroom,wash-hands,-1,-35,0,-100,100,-60,-100,0,0
593,Luna Cromwell,bathroom,wash-hands,-2,-40,0,-100,100,-65,-100,0,0
594,Luna Cromwell,bathroom,wash-hands,-3,-45,0,-100,100,-70,-100,0,0
595,Luna Cromwell,bathroom,wash-hands,-4,-50,0,-100,100,-75,-100,0,0
596,Luna Cromwell,restaurant,eat,3,-55,0,-90,95,-30,-100,0,0
597,Luna Cromwell,bathroom,wash-hands,1,-60,0,-95,100,-35,-100,0,0
598,Luna Cromwell,bathroom,wash-hands,0,-65,0,-100,100,-40,-100,0,0
599,Luna Cromwell,bathroom,wash-hands,-1,-70,0,-100,100,-45,-100,0,0
600,Luna Cromwell,bathroom,wash-hands,-2,-75,0,-100,100,-50,-100,0,0
601,Luna Cromwell,bed,sleep,8,-40,0,-100,95,-55,-100,0,0
602,Luna Cromwell,bed,sleep,7,-5,0,-100,90,-60,-100,0,0
603,Luna Cromwell,bathroom,wash-hands,1,-10,0,-100,100,-65,-100,0,0
604,Luna Cromwell,bathroom,wash-hands,0,-15,0,-100,100,-70,-100,0,0
605,Luna Cromwell,bathroom,wash-hands,-1,-20,0,-100,100,-75,-100,0,0
606,Luna Cromwell,bathroom,wash-hands,-2,-25,0,-100,100,-80,-100,0,0
607,Luna Cromwell,bathroom,wash-hands,-3,-30,0,-100,100,-85,-100,0,0
608,Luna Cromwell,restaurant,eat,3,-35,0,-90,95,-40,-100,0,0
609,Luna Cromwell,bathroom,wash-hands,1,-40,0,-95,100,-45,-100,0,0
610,Luna Cromwell,bathroom,wash-hands,0,-45,0,-100,100,-50,-100,0,0
611,Luna Cromwell,bathroom,wash-hands,-1,-50,0,-100,100,-55,-100,0,0
612,Luna Cromwell,bathroom,wash-hands,-2,-55,0,-100,100,-60,-100,0,0
613,Luna Cromwell,bathroom,wash-hands,-3,-60,0,-100,100,-65,-100,0,0
614,Luna Cromwell,bathroom,wash-hands,-4,-65,0,-100,100,-70,-100,0,0
615,Luna Cromwell,bed,sleep,8,-30,0,-100,95,-75,-100,0,0
616,Luna Cromwell,bathroom,wash-hands,1,-35,0,-100,100,-80,-100,0,0
617,Luna Cromwell,bathroom,wash-hands,0,-40,0,-100,100,-85,-100,0,0
618,Luna Cromwell,bathroom,wash-hands,-1,-45,0,-100,100,-90,-100,0,0
619,Luna Cromwell,restaurant,eat,3,-50,0,-90,95,-45,-100,0,0
620,Luna Cromwell,bathroom,wash-hands,1,-55,0,-95,100,-50,-100,0,0
621,Luna Cromwell,bathroom,wash-hands,0,-60,0,-100,100,-55,-100,0,0
622,Luna Cromwell,bathroom,wash-hands,-1,-65,0,-100,100,-60,-100,0,0
623,Luna Cromwell,bathroom,wash-hands,-2,-70,0,-100,100,-65,-100,0,0
624,Luna Cromwell,bed,sleep,8,-35,0,-100,95,-70,-100,0,0
625,Luna Cromwell,bed,sleep,7,0,0,-100,90,-75,-100,0,0
626,Luna Cromwell,bathroom,wash-hands,1,-5,0,-100,100,-80,-100,0,0
627,Luna Cromwell,bathroom,wash-hands,0,-10,0,-100,100,-85,-100,0,0
628,Luna Cromwell,bathroom,wash-hands,-1,-15,0,-100,100,-90,-100,0,0
629,Luna Cromwell,restaurant,eat,3,-20,0,-90,95,-45,-100,0,0
630,Luna Cromwell,bathroom,wash-hands,1,-25,0,-95,100,-50,-100,0,0
631,Luna Cromwell,bathroom,wash-hands,0,-30,0,-100,100,-55,-100,0,0
632,Luna Cromwell,bathroom,wash-hands,-1,-35,0,-100,100,-60,-100,0,0
633,Luna Cromwell,bathroom,wash-hands,-2,-40,0,-100,100,-65,-100,0,0
634,Luna Cromwell,bathroom,wash-hands,-3,-45,0,-100,100,-70,-100,0,0
635,Luna Cromwell,bathroom,wash-hands,-4,-50,0,-100,100,-75,-100,0,0
636,Luna Cromwell,restaurant,eat,3,-55,0,-90,95,-30,-100,0,0
637,Luna Cromwell,bathroom,wash-hands,1,-60,0,-95,100,-35,-100,0,0
638,Luna Cromwell,bathroom,wash-hands,0,-65,0,-100,100,-40,-100,0,0
639,Luna Cromwell,bathroom,wash-hands,-1,-70,0,-100,100,-45,-100,0,0
640,Luna Cromwell,bathroom,wash-hands,-2,-75,0,-100,100,-50,-100,0,0
